"Notes","Residence State","Residence State Code","UCD - ICD Chapter","UCD - ICD Chapter Code",Deaths,Population,Crude Rate
,"West Virginia","54","Mental and behavioural disorders","F01-F99",8867,14251094,62.2
,"West Virginia","54","Diseases of the nervous system","G00-G98",12935,14251094,90.8
,"West Virginia","54","Diseases of the circulatory system","I00-I99",53083,14251094,372.5
,"West Virginia","54","Diseases of the respiratory system","J00-J98",19992,14251094,140.3
,"West Virginia","54","Diseases of the digestive system","K00-K92",8335,14251094,58.5
,"West Virginia","54","Diseases of the skin and subcutaneous tissue","L00-L98",391,14251094,2.7
,"West Virginia","54","Diseases of the musculoskeletal system and connective tissue","M00-M99",926,14251094,6.5
,"West Virginia","54","Diseases of the genitourinary system","N00-N98",5738,14251094,40.3
,"West Virginia","54","Pregnancy, childbirth and the puerperium","O00-O99",57,14251094,0.4
,"West Virginia","54","Certain conditions originating in the perinatal period","P00-P96",360,14251094,2.5
,"West Virginia","54","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",546,14251094,3.8
,"West Virginia","54","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",3392,14251094,23.8
,"West Virginia","54","Codes for special purposes","U00-U99",7815,14251094,54.8
,"West Virginia","54","External causes of morbidity and mortality","V01-Y89",18579,14251094,130.4
,"West Virginia","54","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",666,14251094,4.7
,"Wisconsin","55","Certain infectious and parasitic diseases","A00-B99",8197,46989969,17.4
,"Wisconsin","55","Neoplasms","C00-D48",92514,46989969,196.9
,"Wisconsin","55","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",1700,46989969,3.6
,"Wisconsin","55","Endocrine, nutritional and metabolic diseases","E00-E88",23334,46989969,49.7
,"Wisconsin","55","Mental and behavioural disorders","F01-F99",25522,46989969,54.3
,"Wisconsin","55","Diseases of the nervous system","G00-G98",35518,46989969,75.6
,"Wisconsin","55","Diseases of the ear and mastoid process","H60-H93",10,46989969,Unreliable
,"Wisconsin","55","Diseases of the circulatory system","I00-I99",128517,46989969,273.5
,"Wisconsin","55","Diseases of the respiratory system","J00-J98",35295,46989969,75.1
,"Wisconsin","55","Diseases of the digestive system","K00-K92",18170,46989969,38.7
,"Wisconsin","55","Diseases of the skin and subcutaneous tissue","L00-L98",1108,46989969,2.4
,"Wisconsin","55","Diseases of the musculoskeletal system and connective tissue","M00-M99",2728,46989969,5.8
,"Wisconsin","55","Diseases of the genitourinary system","N00-N98",9891,46989969,21.0
,"Wisconsin","55","Pregnancy, childbirth and the puerperium","O00-O99",110,46989969,0.2
,"Wisconsin","55","Certain conditions originating in the perinatal period","P00-P96",1322,46989969,2.8
,"Wisconsin","55","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",1654,46989969,3.5
,"Wisconsin","55","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2955,46989969,6.3
,"Wisconsin","55","Codes for special purposes","U00-U99",15082,46989969,32.1
,"Wisconsin","55","External causes of morbidity and mortality","V01-Y89",41957,46989969,89.3
,"Wisconsin","55","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",1999,46989969,4.3
,"Wyoming","56","Certain infectious and parasitic diseases","A00-B99",807,4651179,17.4
,"Wyoming","56","Neoplasms","C00-D48",8421,4651179,181.1
,"Wyoming","56","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",186,4651179,4.0
,"Wyoming","56","Endocrine, nutritional and metabolic diseases","E00-E88",2215,4651179,47.6
,"Wyoming","56","Mental and behavioural disorders","F01-F99",2163,4651179,46.5
,"Wyoming","56","Diseases of the nervous system","G00-G98",3050,4651179,65.6
,"Wyoming","56","Diseases of the circulatory system","I00-I99",11226,4651179,241.4
,"Wyoming","56","Diseases of the respiratory system","J00-J98",4667,4651179,100.3
,"Wyoming","56","Diseases of the digestive system","K00-K92",2509,4651179,53.9
,"Wyoming","56","Diseases of the skin and subcutaneous tissue","L00-L98",138,4651179,3.0
,"Wyoming","56","Diseases of the musculoskeletal system and connective tissue","M00-M99",387,4651179,8.3
,"Wyoming","56","Diseases of the genitourinary system","N00-N98",948,4651179,20.4
,"Wyoming","56","Pregnancy, childbirth and the puerperium","O00-O99",20,4651179,0.4
,"Wyoming","56","Certain conditions originating in the perinatal period","P00-P96",127,4651179,2.7
,"Wyoming","56","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",169,4651179,3.6
,"Wyoming","56","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",393,4651179,8.4
,"Wyoming","56","Codes for special purposes","U00-U99",1966,4651179,42.3
,"Wyoming","56","External causes of morbidity and mortality","V01-Y89",4311,4651179,92.7
,"Wyoming","56","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",270,4651179,5.8
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"Group By: Residence State; UCD - ICD Chapter"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Nov 21, 2025 4:06:30 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2023,"
"and from provisional data for years 2024 and later, as compiled from data provided by the 57 vital statistics jurisdictions"
"through the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Nov 21, 2025"
"4:06:30 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Assurance of Confidentiality."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Unreliable."
"3. The population figures for years 2023 and later are single-race estimates of the July 1 resident population, from the Vintage"
"2023 postcensal series released by the Census Bureau on June 27, 2024. The population figures for years 2022 and later are"
"single-race estimates of the July 1 resident population, from the Vintage 2022 postcensal series released by the Census Bureau"
"on June 22, 2023. The 2022 and 2023 series is based on the Modified Blended Base produced by the US Census Bureau in lieu of the"
"April 1, 2020 decennial population count. The Modified Blended Base consists of the blend of Vintage 2020 postcensal population"
"estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data from the internal Census Edited File"
"(CEF). The population figures for years 2021 are single-race estimates of the July 1 resident population, based on the Blended"
"Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count, from the Vintage 2021 postcensal"
"series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates of the"
"July 1 resident population, from the Vintage 2020 postcensal series based on April 2010 Census, released by the Census Bureau on"
"July 27, 2021. The population figures for year 2019 are single-race estimates of the July 1 resident population, from the"
"Vintage 2019 postcensal series based on April 2010 Census, released by the Census Bureau on June 25, 2020. The population"
"figures for year 2018 are single-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series based"
"on April 2010 Census, released by the Census Bureau on June 20, 2019. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Population Data."
"4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Age"
"Group."
"5. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Deaths with the underlying cause classified with O00-O99 are"
"subject to further processing before these deaths records are considered final. Provisional deaths have not undergone full"
"processing and review and therefore should not be considered final for statistical purposes. Caution should be used in"
"interpreting these data. More information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
"6. On March 11, 2021, the 2019 mortality data on CDC WONDER was updated with the 2019 mortality data updated by NCHS on March 4,"
"2021 to include corrected information for residents of Texas affecting 5 records previously coded to cause code *U01.4,"
"Terrorism involving firearms (homicide). The underlying and multiple cause of death codes for 5 records were corrected in the"
"2019 data. Underlying and multiple cause of death codes for those 5 records were recoded to Assault (homicide) by other and"
"unspecified firearm discharge, ICD-10 code X95. The corrected final death records replaces the data released on December 22,"
"2020."
"7. Connecticut population estimates for 2022 and later years are reported for 9 planning regions as county equivalent areas,"
"instead of the former 8 legacy counties in the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023,"
"and in the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. Populations estimates for the former"
"counties are not available for 2022 and later years. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Connecticut-2022."
"8. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
"9. Deaths related to external causes of injury or sudden death: In the provisional mortality data, causes of death classified as"
"external causes of injury (ICD-10 codes V01-Y89), sudden deaths (ICD-10 codes R95 and R96), or drug poisoning (ICD-10 codes"
"T36-T50), have the cause of death labeled as 'Data not shown due to 6 month lag to account for delays in death certificate"
"completion for certain causes of death.' For these deaths occurring 24 weeks prior to the final date in the provisional data,"
"the number of deaths and related statistics are not available by specific cause of death for ICD-10 codes V01-Y89, R95, R96, or"
"T36-T50. More information: http://wonder.cdc.gov/wonder/help/mcd-provisional.html#999."
"10. Deaths occurring through September 20, 2025 as of September 28, 2025."
