"Notes","Occurrence State","Occurrence State Code","Year","Year Code","MCD - ICD Chapter","MCD - ICD Chapter Code",Deaths,Population,Crude Rate
,"Rhode Island","44","2019","2019","Diseases of the eye and adnexa","H00-H59",16,Not Applicable,Not Applicable
,"Rhode Island","44","2019","2019","Diseases of the circulatory system","I00-I99",6063,Not Applicable,Not Applicable
,"Rhode Island","44","2019","2019","Diseases of the respiratory system","J00-J98",2707,Not Applicable,Not Applicable
,"Rhode Island","44","2019","2019","Diseases of the digestive system","K00-K92",921,Not Applicable,Not Applicable
,"Rhode Island","44","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98",75,Not Applicable,Not Applicable
,"Rhode Island","44","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99",308,Not Applicable,Not Applicable
,"Rhode Island","44","2019","2019","Diseases of the genitourinary system","N00-N99",1072,Not Applicable,Not Applicable
,"Rhode Island","44","2019","2019","Certain conditions originating in the perinatal period","P00-P96",51,Not Applicable,Not Applicable
,"Rhode Island","44","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",59,Not Applicable,Not Applicable
,"Rhode Island","44","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",1984,Not Applicable,Not Applicable
,"Rhode Island","44","2019","2019","Injury, poisoning and certain other consequences of external causes","S00-T98",1155,Not Applicable,Not Applicable
,"Rhode Island","44","2019","2019","External causes of morbidity and mortality","V01-Y89",1282,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Certain infectious and parasitic diseases","A00-B99",901,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Neoplasms","C00-D48",2680,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",426,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E89",2579,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Mental and behavioural disorders","F01-F99",3641,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Diseases of the nervous system","G00-G98",1585,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Diseases of the eye and adnexa","H00-H59",16,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Diseases of the circulatory system","I00-I99",6982,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Diseases of the respiratory system","J00-J98",3722,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Diseases of the digestive system","K00-K92",1088,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Diseases of the skin and subcutaneous tissue","L00-L98",102,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Diseases of the musculoskeletal system and connective tissue","M00-M99",308,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Diseases of the genitourinary system","N00-N99",1305,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Certain conditions originating in the perinatal period","P00-P96",42,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",49,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2110,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Injury, poisoning and certain other consequences of external causes","S00-T98",1211,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","Codes for special purposes","U00-U99",1919,Not Applicable,Not Applicable
,"Rhode Island","44","2020","2020","External causes of morbidity and mortality","V01-Y89",1339,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Certain infectious and parasitic diseases","A00-B99",917,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Neoplasms","C00-D48",2710,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",404,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Endocrine, nutritional and metabolic diseases","E00-E89",2168,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Mental and behavioural disorders","F01-F99",3090,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Diseases of the nervous system","G00-G98",1424,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Diseases of the eye and adnexa","H00-H59",12,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Diseases of the circulatory system","I00-I99",6556,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Diseases of the respiratory system","J00-J98",3261,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Diseases of the digestive system","K00-K92",1116,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Diseases of the skin and subcutaneous tissue","L00-L98",100,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Diseases of the musculoskeletal system and connective tissue","M00-M99",289,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Diseases of the genitourinary system","N00-N99",1311,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Certain conditions originating in the perinatal period","P00-P96",38,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",70,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",1894,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Injury, poisoning and certain other consequences of external causes","S00-T98",1342,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","Codes for special purposes","U00-U99",1217,Not Applicable,Not Applicable
,"Rhode Island","44","2021","2021","External causes of morbidity and mortality","V01-Y89",1452,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Certain infectious and parasitic diseases","A00-B99",791,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Neoplasms","C00-D48",2628,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",366,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Endocrine, nutritional and metabolic diseases","E00-E89",2737,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Mental and behavioural disorders","F01-F99",3580,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Diseases of the nervous system","G00-G98",1616,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Diseases of the eye and adnexa","H00-H59",13,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Diseases of the circulatory system","I00-I99",6783,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Diseases of the respiratory system","J00-J98",2897,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Diseases of the digestive system","K00-K92",1084,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Diseases of the skin and subcutaneous tissue","L00-L98",105,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Diseases of the musculoskeletal system and connective tissue","M00-M99",272,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Diseases of the genitourinary system","N00-N99",995,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Certain conditions originating in the perinatal period","P00-P96",31,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",80,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",1780,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Injury, poisoning and certain other consequences of external causes","S00-T98",1267,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","Codes for special purposes","U00-U99",768,Not Applicable,Not Applicable
,"Rhode Island","44","2022","2022","External causes of morbidity and mortality","V01-Y89",1345,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Certain infectious and parasitic diseases","A00-B99",671,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Neoplasms","C00-D48",2748,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",317,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Endocrine, nutritional and metabolic diseases","E00-E89",2708,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Mental and behavioural disorders","F01-F99",3415,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Diseases of the nervous system","G00-G98",1580,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Diseases of the eye and adnexa","H00-H59",12,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Diseases of the circulatory system","I00-I99",6652,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Diseases of the respiratory system","J00-J98",2590,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Diseases of the digestive system","K00-K92",1016,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Diseases of the skin and subcutaneous tissue","L00-L98",90,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Diseases of the musculoskeletal system and connective tissue","M00-M99",235,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Diseases of the genitourinary system","N00-N99",853,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Certain conditions originating in the perinatal period","P00-P96",38,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",54,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",1729,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Injury, poisoning and certain other consequences of external causes","S00-T98",1221,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","Codes for special purposes","U00-U99",259,Not Applicable,Not Applicable
,"Rhode Island","44","2023","2023","External causes of morbidity and mortality","V01-Y89",1272,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Certain infectious and parasitic diseases","A00-B99",734,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Neoplasms","C00-D48",2581,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",305,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Endocrine, nutritional and metabolic diseases","E00-E89",2657,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Mental and behavioural disorders","F01-F99",3136,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Diseases of the nervous system","G00-G98",1547,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Diseases of the eye and adnexa","H00-H59",11,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Diseases of the circulatory system","I00-I99",6369,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Diseases of the respiratory system","J00-J98",2613,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Diseases of the digestive system","K00-K92",1062,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Diseases of the skin and subcutaneous tissue","L00-L98",101,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Diseases of the musculoskeletal system and connective tissue","M00-M99",236,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Diseases of the genitourinary system","N00-N99",877,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Certain conditions originating in the perinatal period","P00-P96",28,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",76,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",1671,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Injury, poisoning and certain other consequences of external causes","S00-T98",1120,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","Codes for special purposes","U00-U99",174,Not Applicable,Not Applicable
,"Rhode Island","44","2024 (provisional)","2024","External causes of morbidity and mortality","V01-Y89",1179,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Certain infectious and parasitic diseases","A00-B99",531,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Neoplasms","C00-D48",1816,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",232,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E89",1939,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99",2109,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98",1142,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99",4488,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Diseases of the respiratory system","J00-J98",1850,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Diseases of the digestive system","K00-K92",690,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Diseases of the skin and subcutaneous tissue","L00-L98",69,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Diseases of the musculoskeletal system and connective tissue","M00-M99",158,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Diseases of the genitourinary system","N00-N99",656,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Certain conditions originating in the perinatal period","P00-P96",23,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",52,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",1351,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Injury, poisoning and certain other consequences of external causes","S00-T98",546,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Codes for special purposes","U00-U99",54,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","External causes of morbidity and mortality","V01-Y89",284,Not Applicable,Not Applicable
,"Rhode Island","44","2025 (provisional and partial)","2025","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",389,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Certain infectious and parasitic diseases","A00-B99",4943,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Neoplasms","C00-D48",11445,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",1932,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E89",9262,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Mental and behavioural disorders","F01-F99",11161,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Diseases of the nervous system","G00-G98",7088,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Diseases of the eye and adnexa","H00-H59",57,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Diseases of the ear and mastoid process","H60-H95",18,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Diseases of the circulatory system","I00-I99",26741,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Diseases of the respiratory system","J00-J98",13962,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Diseases of the digestive system","K00-K92",4336,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98",551,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99",1051,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Diseases of the genitourinary system","N00-N99",5742,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Pregnancy, childbirth and the puerperium","O00-O99",26,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Certain conditions originating in the perinatal period","P00-P96",248,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",252,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",10650,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","Injury, poisoning and certain other consequences of external causes","S00-T98",5767,Not Applicable,Not Applicable
,"South Carolina","45","2018","2018","External causes of morbidity and mortality","V01-Y89",6145,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Certain infectious and parasitic diseases","A00-B99",4881,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Neoplasms","C00-D48",11539,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",1914,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E89",9796,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Mental and behavioural disorders","F01-F99",10826,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Diseases of the nervous system","G00-G98",7018,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Diseases of the eye and adnexa","H00-H59",66,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Diseases of the ear and mastoid process","H60-H95",15,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Diseases of the circulatory system","I00-I99",26766,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Diseases of the respiratory system","J00-J98",13906,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Diseases of the digestive system","K00-K92",4425,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98",571,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99",1058,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Diseases of the genitourinary system","N00-N99",5824,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Pregnancy, childbirth and the puerperium","O00-O99",36,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Certain conditions originating in the perinatal period","P00-P96",255,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",230,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",10599,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","Injury, poisoning and certain other consequences of external causes","S00-T98",5815,Not Applicable,Not Applicable
,"South Carolina","45","2019","2019","External causes of morbidity and mortality","V01-Y89",6322,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Certain infectious and parasitic diseases","A00-B99",6324,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Neoplasms","C00-D48",12294,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2609,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E89",13510,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Mental and behavioural disorders","F01-F99",13285,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Diseases of the nervous system","G00-G98",8732,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Diseases of the eye and adnexa","H00-H59",64,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Diseases of the ear and mastoid process","H60-H95",17,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Diseases of the circulatory system","I00-I99",32246,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Diseases of the respiratory system","J00-J98",19103,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Diseases of the digestive system","K00-K92",5310,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Diseases of the skin and subcutaneous tissue","L00-L98",794,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Diseases of the musculoskeletal system and connective tissue","M00-M99",1300,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Diseases of the genitourinary system","N00-N99",7835,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Pregnancy, childbirth and the puerperium","O00-O99",29,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Certain conditions originating in the perinatal period","P00-P96",236,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",262,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",13861,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Injury, poisoning and certain other consequences of external causes","S00-T98",6892,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","Codes for special purposes","U00-U99",5697,Not Applicable,Not Applicable
,"South Carolina","45","2020","2020","External causes of morbidity and mortality","V01-Y89",7440,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Certain infectious and parasitic diseases","A00-B99",6413,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Neoplasms","C00-D48",12230,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2675,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Endocrine, nutritional and metabolic diseases","E00-E89",16342,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Mental and behavioural disorders","F01-F99",14450,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Diseases of the nervous system","G00-G98",9033,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Diseases of the eye and adnexa","H00-H59",50,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Diseases of the ear and mastoid process","H60-H95",16,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Diseases of the circulatory system","I00-I99",34958,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Diseases of the respiratory system","J00-J98",19310,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Diseases of the digestive system","K00-K92",5325,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Diseases of the skin and subcutaneous tissue","L00-L98",742,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Diseases of the musculoskeletal system and connective tissue","M00-M99",1276,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Diseases of the genitourinary system","N00-N99",7481,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Pregnancy, childbirth and the puerperium","O00-O99",31,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Certain conditions originating in the perinatal period","P00-P96",248,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",283,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",11537,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Injury, poisoning and certain other consequences of external causes","S00-T98",7502,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","Codes for special purposes","U00-U99",9495,Not Applicable,Not Applicable
,"South Carolina","45","2021","2021","External causes of morbidity and mortality","V01-Y89",8225,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Certain infectious and parasitic diseases","A00-B99",5923,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Neoplasms","C00-D48",12782,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2602,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Endocrine, nutritional and metabolic diseases","E00-E89",16331,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Mental and behavioural disorders","F01-F99",14741,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Diseases of the nervous system","G00-G98",9423,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Diseases of the eye and adnexa","H00-H59",64,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Diseases of the ear and mastoid process","H60-H95",18,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Diseases of the circulatory system","I00-I99",34662,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Diseases of the respiratory system","J00-J98",16925,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Diseases of the digestive system","K00-K92",5708,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Diseases of the skin and subcutaneous tissue","L00-L98",882,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Diseases of the musculoskeletal system and connective tissue","M00-M99",1335,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Diseases of the genitourinary system","N00-N99",6717,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Pregnancy, childbirth and the puerperium","O00-O99",26,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Certain conditions originating in the perinatal period","P00-P96",233,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",268,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",11033,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Injury, poisoning and certain other consequences of external causes","S00-T98",7675,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","Codes for special purposes","U00-U99",4568,Not Applicable,Not Applicable
,"South Carolina","45","2022","2022","External causes of morbidity and mortality","V01-Y89",7972,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Certain infectious and parasitic diseases","A00-B99",5239,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Neoplasms","C00-D48",12759,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2455,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Endocrine, nutritional and metabolic diseases","E00-E89",15754,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Mental and behavioural disorders","F01-F99",14364,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Diseases of the nervous system","G00-G98",9379,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Diseases of the eye and adnexa","H00-H59",67,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Diseases of the ear and mastoid process","H60-H95",31,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Diseases of the circulatory system","I00-I99",33411,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Diseases of the respiratory system","J00-J98",15164,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Diseases of the digestive system","K00-K92",5384,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Diseases of the skin and subcutaneous tissue","L00-L98",821,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Diseases of the musculoskeletal system and connective tissue","M00-M99",1293,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Diseases of the genitourinary system","N00-N99",6123,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Pregnancy, childbirth and the puerperium","O00-O99",16,Not Applicable,Not Applicable
