"Notes","Residence 2013 Urbanization","Residence 2013 Urbanization Code","Year","Year Code","UCD - ICD Chapter","UCD - ICD Chapter Code","Sex","Sex Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Female","F","White","2106-3",504,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Male","M","Black or African American","2054-5",63,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Male","M","White","2106-3",482,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","American Indian or Alaska Native","1002-5",160,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","Asian","A",46,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","Black or African American","2054-5",744,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",10,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","White","2106-3",6048,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","More than one race","M",32,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","American Indian or Alaska Native","1002-5",184,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","Asian","A",31,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","Black or African American","2054-5",781,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",14,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","White","2106-3",6842,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","More than one race","M",37,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Mental and behavioural disorders","F01-F99","Female","F","American Indian or Alaska Native","1002-5",96,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Mental and behavioural disorders","F01-F99","Female","F","Asian","A",70,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Mental and behavioural disorders","F01-F99","Female","F","Black or African American","2054-5",375,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Mental and behavioural disorders","F01-F99","Female","F","White","2106-3",7834,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Mental and behavioural disorders","F01-F99","Female","F","More than one race","M",19,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Mental and behavioural disorders","F01-F99","Male","M","American Indian or Alaska Native","1002-5",101,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Mental and behavioural disorders","F01-F99","Male","M","Asian","A",23,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Mental and behavioural disorders","F01-F99","Male","M","Black or African American","2054-5",284,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Mental and behavioural disorders","F01-F99","Male","M","White","2106-3",4860,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Mental and behavioural disorders","F01-F99","Male","M","More than one race","M",21,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the nervous system","G00-G98","Female","F","American Indian or Alaska Native","1002-5",113,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the nervous system","G00-G98","Female","F","Asian","A",83,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the nervous system","G00-G98","Female","F","Black or African American","2054-5",708,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the nervous system","G00-G98","Female","F","White","2106-3",12688,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the nervous system","G00-G98","Female","F","More than one race","M",34,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the nervous system","G00-G98","Male","M","American Indian or Alaska Native","1002-5",85,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the nervous system","G00-G98","Male","M","Asian","A",35,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the nervous system","G00-G98","Male","M","Black or African American","2054-5",429,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the nervous system","G00-G98","Male","M","White","2106-3",8513,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the nervous system","G00-G98","Male","M","More than one race","M",32,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the circulatory system","I00-I99","Female","F","American Indian or Alaska Native","1002-5",452,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the circulatory system","I00-I99","Female","F","Asian","A",270,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the circulatory system","I00-I99","Female","F","Black or African American","2054-5",3157,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the circulatory system","I00-I99","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",27,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the circulatory system","I00-I99","Female","F","White","2106-3",39107,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the circulatory system","I00-I99","Female","F","More than one race","M",157,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the circulatory system","I00-I99","Male","M","American Indian or Alaska Native","1002-5",536,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the circulatory system","I00-I99","Male","M","Asian","A",256,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the circulatory system","I00-I99","Male","M","Black or African American","2054-5",3615,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the circulatory system","I00-I99","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",47,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the circulatory system","I00-I99","Male","M","White","2106-3",43140,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the circulatory system","I00-I99","Male","M","More than one race","M",223,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the respiratory system","J00-J98","Female","F","American Indian or Alaska Native","1002-5",182,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the respiratory system","J00-J98","Female","F","Asian","A",65,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the respiratory system","J00-J98","Female","F","Black or African American","2054-5",758,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the respiratory system","J00-J98","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",11,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the respiratory system","J00-J98","Female","F","White","2106-3",15873,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the respiratory system","J00-J98","Female","F","More than one race","M",77,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the respiratory system","J00-J98","Male","M","American Indian or Alaska Native","1002-5",204,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the respiratory system","J00-J98","Male","M","Asian","A",65,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the respiratory system","J00-J98","Male","M","Black or African American","2054-5",896,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the respiratory system","J00-J98","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",12,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the respiratory system","J00-J98","Male","M","White","2106-3",15481,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the respiratory system","J00-J98","Male","M","More than one race","M",64,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the digestive system","K00-K92","Female","F","American Indian or Alaska Native","1002-5",199,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the digestive system","K00-K92","Female","F","Asian","A",24,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the digestive system","K00-K92","Female","F","Black or African American","2054-5",306,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the digestive system","K00-K92","Female","F","White","2106-3",5264,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the digestive system","K00-K92","Female","F","More than one race","M",22,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the digestive system","K00-K92","Male","M","American Indian or Alaska Native","1002-5",221,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the digestive system","K00-K92","Male","M","Asian","A",27,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the digestive system","K00-K92","Male","M","Black or African American","2054-5",369,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the digestive system","K00-K92","Male","M","White","2106-3",5818,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the digestive system","K00-K92","Male","M","More than one race","M",36,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98","Female","F","Black or African American","2054-5",35,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98","Female","F","White","2106-3",287,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98","Male","M","Black or African American","2054-5",29,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98","Male","M","White","2106-3",218,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99","Female","F","American Indian or Alaska Native","1002-5",21,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99","Female","F","Black or African American","2054-5",66,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99","Female","F","White","2106-3",830,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99","Male","M","American Indian or Alaska Native","1002-5",12,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99","Male","M","Black or African American","2054-5",48,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99","Male","M","White","2106-3",561,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the genitourinary system","N00-N98","Female","F","American Indian or Alaska Native","1002-5",66,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the genitourinary system","N00-N98","Female","F","Asian","A",26,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the genitourinary system","N00-N98","Female","F","Black or African American","2054-5",488,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the genitourinary system","N00-N98","Female","F","White","2106-3",3549,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the genitourinary system","N00-N98","Female","F","More than one race","M",18,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the genitourinary system","N00-N98","Male","M","American Indian or Alaska Native","1002-5",55,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the genitourinary system","N00-N98","Male","M","Asian","A",22,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the genitourinary system","N00-N98","Male","M","Black or African American","2054-5",434,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the genitourinary system","N00-N98","Male","M","White","2106-3",3383,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Diseases of the genitourinary system","N00-N98","Male","M","More than one race","M",21,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Pregnancy, childbirth and the puerperium","O00-O99","Female","F","Black or African American","2054-5",25,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Pregnancy, childbirth and the puerperium","O00-O99","Female","F","White","2106-3",71,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Certain conditions originating in the perinatal period","P00-P96","Female","F","American Indian or Alaska Native","1002-5",12,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Certain conditions originating in the perinatal period","P00-P96","Female","F","Black or African American","2054-5",63,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Certain conditions originating in the perinatal period","P00-P96","Female","F","White","2106-3",267,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Certain conditions originating in the perinatal period","P00-P96","Female","F","More than one race","M",15,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Certain conditions originating in the perinatal period","P00-P96","Male","M","American Indian or Alaska Native","1002-5",10,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Certain conditions originating in the perinatal period","P00-P96","Male","M","Black or African American","2054-5",105,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Certain conditions originating in the perinatal period","P00-P96","Male","M","White","2106-3",354,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Certain conditions originating in the perinatal period","P00-P96","Male","M","More than one race","M",15,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Female","F","Black or African American","2054-5",41,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Female","F","White","2106-3",416,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Male","M","American Indian or Alaska Native","1002-5",14,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Male","M","Black or African American","2054-5",55,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Male","M","White","2106-3",436,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Male","M","More than one race","M",11,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","American Indian or Alaska Native","1002-5",30,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","Asian","A",13,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","Black or African American","2054-5",131,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","White","2106-3",1746,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","More than one race","M",13,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Male","M","American Indian or Alaska Native","1002-5",29,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Male","M","Black or African American","2054-5",171,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Male","M","White","2106-3",1392,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Male","M","More than one race","M",23,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","External causes of morbidity and mortality","V01-Y89","Female","F","American Indian or Alaska Native","1002-5",238,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","External causes of morbidity and mortality","V01-Y89","Female","F","Asian","A",50,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","External causes of morbidity and mortality","V01-Y89","Female","F","Black or African American","2054-5",474,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","External causes of morbidity and mortality","V01-Y89","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",12,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","External causes of morbidity and mortality","V01-Y89","Female","F","White","2106-3",7253,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","External causes of morbidity and mortality","V01-Y89","Female","F","More than one race","M",79,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","External causes of morbidity and mortality","V01-Y89","Male","M","American Indian or Alaska Native","1002-5",529,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","External causes of morbidity and mortality","V01-Y89","Male","M","Asian","A",91,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","External causes of morbidity and mortality","V01-Y89","Male","M","Black or African American","2054-5",1361,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","External causes of morbidity and mortality","V01-Y89","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",29,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","External causes of morbidity and mortality","V01-Y89","Male","M","White","2106-3",14338,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2018","2018","External causes of morbidity and mortality","V01-Y89","Male","M","More than one race","M",164,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain infectious and parasitic diseases","A00-B99","Female","F","American Indian or Alaska Native","1002-5",57,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain infectious and parasitic diseases","A00-B99","Female","F","Asian","A",15,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain infectious and parasitic diseases","A00-B99","Female","F","Black or African American","2054-5",304,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain infectious and parasitic diseases","A00-B99","Female","F","White","2106-3",2851,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain infectious and parasitic diseases","A00-B99","Female","F","More than one race","M",17,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain infectious and parasitic diseases","A00-B99","Male","M","American Indian or Alaska Native","1002-5",58,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain infectious and parasitic diseases","A00-B99","Male","M","Asian","A",12,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain infectious and parasitic diseases","A00-B99","Male","M","Black or African American","2054-5",366,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain infectious and parasitic diseases","A00-B99","Male","M","White","2106-3",2844,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain infectious and parasitic diseases","A00-B99","Male","M","More than one race","M",21,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Neoplasms","C00-D48","Female","F","American Indian or Alaska Native","1002-5",354,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Neoplasms","C00-D48","Female","F","Asian","A",226,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Neoplasms","C00-D48","Female","F","Black or African American","2054-5",1883,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Neoplasms","C00-D48","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",30,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Neoplasms","C00-D48","Female","F","White","2106-3",26252,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Neoplasms","C00-D48","Female","F","More than one race","M",142,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Neoplasms","C00-D48","Male","M","American Indian or Alaska Native","1002-5",389,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Neoplasms","C00-D48","Male","M","Asian","A",151,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Neoplasms","C00-D48","Male","M","Black or African American","2054-5",2266,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Neoplasms","C00-D48","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",40,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Neoplasms","C00-D48","Male","M","White","2106-3",31559,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Neoplasms","C00-D48","Male","M","More than one race","M",160,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Female","F","Black or African American","2054-5",73,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Female","F","White","2106-3",526,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Male","M","Black or African American","2054-5",67,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89","Male","M","White","2106-3",444,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","American Indian or Alaska Native","1002-5",167,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","Asian","A",53,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","Black or African American","2054-5",861,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",17,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","White","2106-3",6166,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Female","F","More than one race","M",37,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","American Indian or Alaska Native","1002-5",176,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","Asian","A",47,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","Black or African American","2054-5",788,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","White","2106-3",7164,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E88","Male","M","More than one race","M",38,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Mental and behavioural disorders","F01-F99","Female","F","American Indian or Alaska Native","1002-5",85,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Mental and behavioural disorders","F01-F99","Female","F","Asian","A",75,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Mental and behavioural disorders","F01-F99","Female","F","Black or African American","2054-5",361,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Mental and behavioural disorders","F01-F99","Female","F","White","2106-3",8041,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Mental and behavioural disorders","F01-F99","Female","F","More than one race","M",32,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Mental and behavioural disorders","F01-F99","Male","M","American Indian or Alaska Native","1002-5",114,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Mental and behavioural disorders","F01-F99","Male","M","Asian","A",32,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Mental and behavioural disorders","F01-F99","Male","M","Black or African American","2054-5",301,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Mental and behavioural disorders","F01-F99","Male","M","White","2106-3",4879,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Mental and behavioural disorders","F01-F99","Male","M","More than one race","M",18,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the nervous system","G00-G98","Female","F","American Indian or Alaska Native","1002-5",91,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the nervous system","G00-G98","Female","F","Asian","A",82,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the nervous system","G00-G98","Female","F","Black or African American","2054-5",795,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the nervous system","G00-G98","Female","F","White","2106-3",13062,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the nervous system","G00-G98","Female","F","More than one race","M",42,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the nervous system","G00-G98","Male","M","American Indian or Alaska Native","1002-5",81,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the nervous system","G00-G98","Male","M","Asian","A",41,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the nervous system","G00-G98","Male","M","Black or African American","2054-5",448,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the nervous system","G00-G98","Male","M","White","2106-3",8835,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the nervous system","G00-G98","Male","M","More than one race","M",20,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","American Indian or Alaska Native","1002-5",434,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","Asian","A",262,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","Black or African American","2054-5",3273,Not Available,Not Available
